name,rating,total_votes,user_reviews,critic_reviews,tags,storyLine,keyWords
Last Laugh '04,4.7,127,,,Comedy,,new year's eve;sketch comedy;stand up comedy
24,8.4,182K,678,110,Action;Crime;Drama,,terrorist;counter terrorist;bomb;24 hours;terrorist plot;terrorist group;father daughter relationship;mother daughter relationship;split screen;real time;shared universe;famous opening theme;anti hero;warrior;secret agent;politician;husband wife relationship;computer cracker;neo noir;2000s;2010s;copaganda;male protagonist;number as title;number as series title;cia central intelligence agency;police procedural crime;cop drama;timeframe 2000s;timeframe 2010s;running teenage girl;running time in the title;true crime;president;traitor;assassination plot;virus;chase;suit and tie;pc;computer;telephone;african american;time;violence;latex gloves;caucasian;police torture;secret service agent;blood splatter;number in series title;data analyst;split screen telephone call;recap segment;scene during opening credits;femme fatale;brutality;standoff;fight;fighting;hk 5 machine gun;gun violence;kiss;blonde;suspense;mexican standoff;m 16;ak 47;machine gun;semiautomatic pistol;sniper rifle;pistol;quick draw;desert eagle;beretta;glock;rocket launcher;beating;knife;disarming someone;blood;tough guy;tragic hero;action hero;hero;time for title;one man army;ford expedition;silencer;terror attack;federal agent;espionage;double agent;undercover;terrorism;interracial romance;government agent;explosion;interrogation;computer programmer;cliffhanger;mole;subterfuge;cult hero;terrorism prevention;dark hero;treason;torture;surveillance;secret service;political candidate;murder;loss of mother;kidnapping;hostage;counter intelligence;counter espionage;bodyguard;blackmail;assassination attempt;government conspiracy;deception;conspiracy;race against time;cult tv;multiple views;politics;revenge;amnesia;senator;los angeles california;paranoia;assassin;title spoken by character;rape
The Italian Job,7,360K,570,162,Action;Crime;Thriller,Led by John Bridger (,gold;cat;gold bar;scantily clad female;cleavage;premarital sex;death of father;blonde;nipples visible through clothing;woman punches a man;younger version of character;competition;father figure;disguise;in laws;fall;diving;loyalty;theft;escape;swimwear;vandalism;italy;automobile;watercraft;car;motor vehicle;motor car;weapon;rotorcraft;aircraft;grauman's chinese theatre los angeles;vehicle;union station los angeles;modified motor vehicle;underwater scene;woman wears a bra;slow motion scene;cigarette;woman wears a short skirt;character repeats someone else's dialogue;heist crime;timeframe 1990s;caper crime;car action;heist;safe;venice italy;revenge;betrayal;traffic jam;explosive;subway;mini cooper;career criminal;miniskirt;latex gloves;tunnel chase scene;country name in title;scene during end credits;spain;what happened to epilogue;stealing a car;los angeles river;hit with a car door;remake of british film;driving on the sidewalk;subtitled scene;death of cousin;blood;golf;reference to john f. kennedy;car crash;mechanic;stereo;dog;repeated line;hidden camera;seduction;repairman;jewelry store;binoculars;security guard;nickname;reference to evel knievel;fake identification;1990s;raised middle finger;car chase;necklace;photograph;flashlight;ak 47;punched in the face;corpse;shot in the chest;held at gunpoint;mountain;machine gun;pistol;cigarette smoking;decoy;misdirection;deception;laptop computer;axe;cigar smoking;cell phone;convict;father daughter relationship;junkyard;falling out among thieves;unsubtitled foreign language;ducati motorcycle;television repair;planning;master thief;gold theft;koreatown;korean;boat accident;perfect crime;mentor;dishonor;crime ring;death;shot to death;train;villain;explosives expert;basketball;one last job;hollywood california;boat;video surveillance;traffic control;tv news;stolen goods fence;scuba diving;elementary school;russian mafia;college roommate;restaurant;police chase;philadelphia pennsylvania;partial deafness;parking garage;obesity;napster;murder;motorcycle;mansion;los angeles storm drain;los angeles california;locksmith;italian alps;flashback;dam;car in water;car accident;bully;boat chase;armored truck;double cross;caper;hacker;safecracker;hollywood sign;helicopter;fast car;robbery;small car;death of friend;bare chested male;product placement;remake;title spoken by character
Still Standing,7.5,8.1K,57,1,Comedy;Romance,"Meet Bill and Judy Miller, a toilet salesman and a dental assistant, two high school lovers who turned in their wild lifestyle to get married years ago. Now, as they creep toward middle age, they have to deal with more ""everyday"" things, such as their three kids: their intelligent and (to Bill's horror) still sexually-unsure son Brian; their typical drama queen daughter Lauren; and their smug, sarcastic six year old, Tina. With Judy's desperate man-hunting sister Linda, Bill's interfering mother Louise, a lesbian couple living next door and other crazy characters around, it's no wonder that Bill and Judy constantly get into strange (and oft-hilarious) misadventures as they try to prove that they're not too old to have fun. Along the way, they always end up showing that they ""still"" love each other, no matter what.",high school sweetheart;child raising;watching tv;21st century;laugh track;timeframe 21st century;dental assistant;parenting;suburb;complaint;black comedy;chicago illinois;marital problem;friend;immaturity;aunt niece relationship;aunt nephew relationship;television;telephone;telephone call;teenage girl;teenage boy;stairs;sitcom;sister sister relationship;sex talk;sarcasm;remote control;rage;mother son relationship;mother in law daughter in law relationship;mother daughter relationship;misunderstanding;marriage;male chauvinist;male chauvinism;machismo;living room;kitchen;joy;joke;irony;insecurity;husband wife relationship;house;home;friendship;father son relationship;father daughter relationship;embarrassment;dysfunctional marriage;dysfunctional family;dispute;couch;cooking;confusion;clumsiness;brother sister relationship;brother in law sister in law relationship;bed;bedroom;bathroom;anger
Sun Gods,,,,,Comedy,,
Grounded for Life,7.5,15K,64,2,Comedy,,black comedy;dark comedy;laugh track;dysfunctional family;timeframe 1980s;timeframe 1990s;timeframe 2000s;irish catholic;staten island new york city;milf;foolishness;flashback;old man;scream;father in law son in law relationship;father in law daughter in law relationship;brother in law sister in law relationship;2000s;1990s;1980s;stairs;soccer;sex talk;school;principal;nun;grandfather;flashback within a flashback;embarrassment;bottle;beer;basketball;backyard;yard;told in flashback;teenage girl;sitcom;sarcasm;redhead;neurosis;neighbor;misunderstanding;mistake;marriage;love;living room;kitchen;joy;joke;irony;insecurity;immaturity;husband wife relationship;house;drink;drinking;brother sister relationship;brother brother relationship;boyfriend girlfriend relationship;bedroom;bar;anger;affection;new york city;irish american;suburb;new york;mother son relationship;stupidity;ignorance;father daughter relationship;sibling rivalry;mother daughter relationship;father son relationship
The Morning Show,8.3,92K,871,38,Drama,,journalist;forced sex;sexual predator;female journalist;office romance;corrupt manager;tv station;morning show;new york city;southern girl;british girl;victim bribed to keep quiet;satirical melodrama;greed;scandal cover up;scandal exposed;emotionally vulnerable;female co host;male co host;two morning show co hosts;tv industry;tv station manager;tv network executive;secret romance;career woman;female colleague female colleague relationship;southern liberal;female southern liberal;strained father daughter relationship;patsy;apple tv;me too movement;workplace drama;domestic drama;timeframe 2010s;timeframe 2020s;timeframe 21st century;showbiz drama;news report;protest
Monsters at Work,7.1,6.2K,81,4,Animation;Adventure;Comedy,"Tylor Tuskman had just graduated from Monster's University at the top of his scare class and has been recruited at Monsters Inc. as a scarer. However, the day before he started, Waternoose was canned. With Mike and Sully now in charge, the whole corporation is transitioning to a joke company. Tylor now needs to figure out how to become a jokester.",monster;male protagonist;based on film;door;workplace;disney plus;cgi animation;computer animation;pixar;disney;working;friend;mechanic;work;james p. sullivan character;mike wazowski character;3d animation;friendship;furry monster;furry;sequel;boy;girl;major;monster world;cg animation;timeframe 2020s;timeframe 21st century
Locked Down,5.2,11K,191,90,Comedy;Crime;Romance,,pandemic;year 2020;london england;heist crime;timeframe 2020s;timeframe 21st century;f word;no opening credits;no title at beginning;reference to edgar allen poe;reference to star wars
James and the Giant Peach with Taika and Friends,6.7,155,,,Family,,tv mini series;character name in title
Late Night,6.5,36K,331,185,Comedy;Drama,,feminism;f rated;fictional television talk show host;television writer;fictional tv show;fictional late night tv show;ethnic diversity;racial diversity;husband wife relationship;adultery;factory;party;parkinson's disease;title directed by female;reference to mike nichols;reference to diane sawyer;female talk show host;behind the scenes;television production;female tv network executive;writer;writers' conference;joke telling;coworker coworker relationship;cheating wife;extramarital affair;unfaithfulness;infidelity;tv studio audience;power plant;workplace romance;friendship between women;triple f rated;female protagonist;fired from a job;loss of job;chemical plant;job interview;trashcan;reference to youtube;stand up comedian;kiss;playing piano;reference to twitter;reference to chrissy teigen;prejudice;joke;single woman;sitting on a trash can;telephone call;sickness;sick older person;degenerative disease;brain disease;bechdel test passed;reference to john oliver;reference to kevin hart;reference to jimmy fallon;reference to jimmy kimmel;reference to stephen colbert
Ocean's Eight,6.3,210K,1.1K,353,Action;Comedy;Crime,"Following her release from prison, Debbie Ocean, younger sister of the late Danny Ocean, meets with her former partner-in-crime Lou to convince her to join a heist that she planned while serving her sentence. Debbie and Lou assemble the rest of their team: Rose Weil, a disgraced fashion designer who is deeply in debt with the IRS; Amita, a jewelry maker and friend of Debbie's who is eager to move out of her mother's house and start her own life; Nine Ball, a computer hacker; Constance, a street hustler and pickpocket; and Tammy, a profiteer and another friend of Debbie's who has been secretly selling stolen goods out of her family's suburban home. Debbie plans to steal the Toussaint, a $150 million Cartier necklace, from the Met Gala in three-and-a-half weeks, and use Met Gala co-host Daphne Kluger, a famous actress known for her long neck, as an unwitting mule who will wear the necklace into the gala.",released from jail;female protagonist;hacker;vomiting;diamond necklace;israeli spook;heist;diamond heist;museum;revenge;stolen necklace;gallery;stolen goods;jewel heist;all female crew;strong female character;female friendship;release from prison;series;pretending to be german;feminist film;female gangster;met gala;ensemble cast;shoplifting;female shoplifter;female celebrity;button;soup;dealer in stolen goods;3d printer;dog;reboot;vomiting in a toilet;two word title;f rated;new york city;australian abroad;cemetery;dead brother;orange prison jumpsuit;parole hearing;female pickpocket;stolen watch;actress;female prison guard;impersonating a waitress;impersonating a dishwasher;impersonating a journalist;impersonating a nutritionist;press conference;interrogation;hotel;taking a bath;foam bath;stolen wristwatch;necklace;eyeglasses;magnet;surveillance camera;video surveillance;revenge plot;eating;toilet;insurance agent;no opening credits;cameo appearance;talking to the dead;shared universe;asian girl;asian woman;black woman;inmate;skyscraper;zebra crossing;blonde;cell phone;mobile phone;old friend;magazine;product placement;beard;bearded man;pocket squares;exhibit;exhibition;bangs;lunch;old flame;restaurant;dyed hair;applause;laptop computer;notebook;notebook computer;tattoo;cat;fast food;junk food;visor;swimming pool;housewife;blender;storage;luxury goods;lollipop;suv;duffel bag;crane;toque;crate;printer;track suit;hoop earrings;spook;mossad;israeli;food cart;wearing sunglasses at night;wearing sunglasses indoors;maid;bubble bath;released from prison;reference to elizabeth taylor;reference to roger federer;mausoleum;three card monte;art museum;jewel robbery;gala;manhattan new york city;visiting a grave;watching sports on tv;party;2010s;slow motion scene;montage;split screen;englishman;flashback;written by director;spin off;parolee;ex convict;strong female lead;thief;female thief;criminal;female criminal;robbery;forgery;con artist;memorial;englishman abroad;surveillance;surveillance footage;security camera;security guard;bodyguard;cameo;disguise;hotel room;caper;bathtub;computer hacker;dreadlocks;department store;apartment;camera phone;eavesdropping;webcam;laser;acrobat;trampoline;catwalk;fashion designer;model;celebrity;nightclub;bar;escape;evacuation;deception;double cross;frame up;arrest;prison;prison guard;female security guard;kitchen;cook;waiter;insurance investigator;vault;diner;frenchman;ex special forces;bilingualism;subtitled scene;irish;infiltration;auction;photograph;reference to taylor swift;painting;art gallery;film set;looking at oneself in a mirror;police station;lipstick;subway train;subway;pickpocket;skateboarder;skateboard;eccentric;race against time;pearl necklace;jewelry heist;jewelry;jewelry theft;wristwatch;job interview;friendship;sister sister relationship;woman in prison;female prisoner;betrayal;betrayed by boyfriend;brother sister relationship;aerial camera shot;harbor;mother daughter relationship;watching tv;smartphone;asian;heist crime;timeframe 2010s;caper crime;gynocentric;tracksuit;character name in title;surprise ending;fourth part;sequel;female hacker;reference to lufthansa;spin off sequel
Champions,6.1,3.7K,61,8,Comedy,"Vince, a charismatic gym owner with no ambition, lives with his younger brother Matthew, a gorgeous idiot. Their simple life of women and working out is put on hold when Vince's teenage son is dropped upon their doorstep by Priya, one of his high-school flings.",propaganda
A Wrinkle in Time,4.2,44K,974,276,Adventure;Family;Fantasy,"Following the discovery of a new form of space travel as well as Meg's father's disappearance, she, her brother, and her friend must join three magical beings - Mrs. Whatsit, Mrs. Who, and Mrs. Which - to travel across the universe to rescue him from a terrible evil.",based on novel;space time;child prodigy;scientist;teenager;magic;father daughter relationship;bearded man;mean girl;woman in white;interracial relationship;flower;speaking to flowers;flying creature;bipedal alien;seer;living in a cave;beach umbrella;bratty child;countering hate with love;telepathy;telekinesis;body falls apart;space travel;brother sister relationship;african american;reference to a persian;planet;search for father;title directed by female;twin;science;girl;boy;fake eyelashes;goggles;curly hair;fake hair;field;sister sister relationship;cloud;above the clouds;sunglasses;laboratory;wearing sunglasses indoors;devil's sign;rain;lightning;kitchen;sauce;anniversary;school;school bell;locker;note on locker;adoption;bench;basketball;p.e. class;fence;adopted brother;jean jacket;office;hit in the face with a ball;stranger;storm;city view;dog;black dog;palm tree;book pile;rocking chair;wreath;quilt;lebanese woman;lebanese in america;touching a girl's face;riddle;persian saying;reference to rumi;couple;husband kisses wife's hand;husband and wife presentation;podium;american flag;auditorium;husband and wife scientists;bookshelf;husband lifts wife;ridicule;yard;grand entrance;responding to a call;search;mission;guide;frequency;bending ground;woman on the ground;kicking someone;kicking a girl;kicking a girl on the ground;mountain;lake;green lipstick;pendant;phitograph of father;alien planet;alien language;transformation;wind in hair;flying;leafy head;portal;falling from the sky;free fall;falling to earth;beach;frilly skirt;soothsayer;braids;bridge of rock;sage words;somersault;surprise visit;uninvited guest;uninvited visitor;standing on one leg;planet earth;faculty;jealousy;hoop earrings;theft;faculty meeting;closing eyes and standing on one leg;feeding a baby;heating milk;love;laptop computer;computer;vision;hand on shoulder;holding a baby;urging caution;gift;mark on forehead;forest;forest growing instantly;tree flying in the air;tree snapping;trust;running through the woods;running in a forest;inside a tree trunk;brook;hiding in a tree;washing hands;red fire hydrant;fire hydrant;smell of food;walking on a beach;umbrella;ball;straw hat;mustached man;sandwich;eating sand;red eyes;mockery;man on strings;vest;reunion;father daughter reunion;ripped jeans;crying;vortex;sliding;separated family;walking in darkness;disembodied voice;growling;separated parents;east asian girl;asian girl;miniskirt;short skirt;skirt;female stockinged leg;tentacles;women holding hands;farewell;self deprecating humor;alternate dimension;missing person;schoolteacher;low self esteem;looking at oneself in a mirror;outer space;runaway father;foosball;insult;genius;teratoma;high school laboratory;crow;imitation;globe;squeeze ball;fire fruit;thunderstorm;wind chimes;close up of ear;german shepherd;hot chocolate;tesseract;playing boggle;hour glass;neurobiologist;home video;dinner guest;close up of eye;flower storm;beetle;vanishing;picking a flower;reference to michaelangelo;reference to mother theresa;reference to saint francis of assisi;reference to jane austen;reference to martin luther king jr.;reference to albert einstein;reference to william shakespeare;reference to mahatma gandhi;reference to johann sebastian bach;eating an apple;cave;crystal ball;sand dune;rolling down a hill;broken leg;reference to valentina terechkova;female astronaut;giant book;fibonacci sequence;emily elizabeth dickenson quotation;swiss army knife;illusion;dunking a basketball;lending a hand;reference to winston churchill;togetherness;reference to shakespeare's macbeth;running;chase;pursuit;slingshot maneuver;physics;tornado;sense of smell;hunger;bouncing a ball;simultaneous action;sand;sense of taste;whispering;memory;topological order;fractal dimension;animated sequence;stairway;soul;family relationships;asking for forgiveness;heavy breathing;difficulty breathing;courage;distrust;crying little boy;trying to awaken someone;pride;reference to frida kahlo;reference to oskar schindler;reference to nelson mandela;reference to maya angelou;jumping into space;montage;father son embrace;father daughter embrace;daughter touches father's beard;barking dog;mother son embrace;mother daughter embrace;husband wife embrace;mathematical calculation;boy girl embrace;sister carries littke brother;scene during end credits;abandonment;adoptive father adopted son relationship;adoptive mother adopted son relationship;aerial camera shot;laughter;bicycle;boy wears a vest;applause;dribbling a basketball;breaking and entering;eyeglasses;father son reunion;father son relationship;crying girl;girl wears a miniskirt;girl wears stockings;girl wears eyeglasses;washing one's hands;hate;hand holding;homelessness;husband wife team;jeopardy;man in jeopardy;man wears a sleeveless jacket;mother holds her baby;neighbor;overhearing a conversation;pregnancy;school principal;shakespearean quotation;reference to marie curie;fear;drawing;sewing;supernatural power;walking on one's hands;walking a dog;washing hands in a river;woman holds a baby;woman wears eyeglasses;disappearance of father;friendship;friend;epic;journey;reference to bono;reference to van halen;sticking out one's tongue;mother daughter relationship;father kisses daughter;kiss;milk;thunder;listening to a radio;nickname;sleeplessness;nasa;school locker;reference to tijuana mexico;schoolyard;reference to a martian;teacher;apology;black american;bullying;disappearance;photograph;hope;reference to 911;magnifying glass;book;reading a book;toy crown;folding opera glasses;old man;little boy;diplomacy;fearlessness;reference to khalil gibran;lebanese;american;sleeping;food;eating;flashback;flash forward;quantum entanglement;electron;galaxy;lecture;light year;mirror;reference to god;embarrassment;gate;visionary;promise;faith;reference to a nepali;reference to buddha;running down a hill;locket;exploration;implied female nudity;paranormal phenomenon;falling through space;little boy jumps into boy's arms;evil;orion;pain;sense of balance;happiness;unhappiness;lost in the universe;closing one's eyes;speed of light;speed of darkness;despair;rage;violence;warrior;doubt;darkness;humming;singing;singer;blackboard;mathematical equation;looking in a window;song;rescue;reference to the british;man carries a girl in his arms;reference to a parent teacher conference;no title at beginning;flowerbed;sense of humor;sense of hearing;disney;white man black woman romance;white man black woman marriage;white man black woman relationship;white man black woman kiss;movie flop;female protagonist;surrealism;altered version of studio logo;johann wolfgang von goethe quotation;epic sci fi;epic fantasy;live action and animation;interdimensional sci fi;mixed race;triple f rated;f rated;black woman;long haired woman;long hair;woman with long hair;hair bun;mustache;adverse to love;sensitive to love
Jay Z: Family Feud ft. Beyoncé,4.3,600,3,,Music,,music video
The Mindy Project,7.5,31K,84,26,Comedy,,doctor;female protagonist;new york;sitcom comedy;cringe comedy;timeframe 21st century;timeframe 2010s;quirky comedy;coworker coworker relationship;new york city;obstetrician;gynecologist;ob gyn;indian american;actress shares first name with character;character name in title
Animals.,7.2,3.8K,26,7,Animation;Comedy,,title ends with period;talking animal;animal society;house pet;working animal;illicit drug use;animal wearing clothes;anthropomorphism;wildlife;anthropomorphic animal;dark comedy;new york city;animated television series
The Muppets.,7.4,6.6K,71,7,Comedy;Family,,mockumentary;disney;abc;the muppets;two word title;period in title;puppet
The Night Before,6.4,73K,185,175,Comedy;Fantasy,"Ethan (Joseph Gordon-Levitt), Isaac (Seth Rogen), and Chris (Anthony Mackie) have been friends since childhood, and for a decade, their yearly Christmas Eve reunion has been an annual night of debauchery and hilarity. Now that they're entering adulthood, the tradition is ending, and to make it as memorable as possible, they set out to find the Nutcracka Ball--the Holy Grail of Christmas parties.",christmas;christmas party;new york city;male frontal nudity;drug dealer;christmas eve;penis pictures;manhattan new york city;rockefeller center manhattan new york city;stabbed in the hand;marriage proposal;cameo;christmas tradition;punched in the face;church;baby;foot chase;car crash;mother son relationship;hallucination;fantasy sequence;strip club;sweater;thief;interracial sex;nosebleed;drunkenness;karaoke bar;product placement;limousine driver;limousine;ecstasy;magic mushroom;cocaine;marijuana joint;marijuana;ticket;steroids;football player;santa claus suit;elf;voice over narration;flashback;death of parents;friendship;pregnant wife;husband wife relationship;reference to julia roberts;cell phone video;cell phone;neo screwball comedy;female frontal nudity;vomiting;sex;nudity;female nudity;breasts;nipples;penis;erection;sex in a public bathroom;graveside ceremony in the snow;floor keyboard;stoner;columbia tristar;die hard scenario;christmas season;trio;three word title;ode to joy;slow motion scene;cultural appropriation;stoner comedy;wrecking ball;hospital;angel;subway;sleigh;sex in a bathroom;doggystyle sex;cunnilingus;singing;reference to instagram;celebrity;santa claus;freeze frame;no opening credits;year 2015;year 2008;year 2001;jewish;written by director;male rear nudity;male nudity;jumping off a roof
HitRECord on TV,8.1,1.2K,3,1,Action,"A television show comprised of contributions from the hitRECord community, a collaborative production company founded by Joseph Gordon-Levitt and his brother ""Burning Dan.""",brother
This Is the End,6.6,403K,825,407,Comedy,All ,apocalypse;ensemble cast;actress playing herself;actor playing himself;male friendship;rapture;celebrity;end of the world;giant monster;video diary;ascending to heaven;reference to the backstreet boys;convenience store;friends who hate each other;drinking urine;film within a film;bible;pistol;sinkhole;marijuana joint;actor shares last name with character;mystification;male objectification;tank top;masturbation reference;talking about masturbation;friendship between men;actor as protagonist;bare breasts;pursuit;reference to milky way candy bar;digging a tunnel;house party;religious satire;dark comedy;buddy movie;buddy film;disaster film;sexual humor;insult;faltering friendship;housewarming party;directorial debut;co written by director;reference to hermione granger;supernatural power;psychotronic film;all star cast;written and directed by cast member;no survivors;2010s;cell phone;man wears a tank top;man wears eyeglasses;man on a leash;covering the camera;columbia tristar;die hard scenario;absurd comedy;satirical;hell;sex spoof;dance party ending;character repeats someone else's dialogue;crude humor comedy;timeframe 2010s;high concept comedy;vomiting;explosion;exploding body;sex slave;hit by a truck;recreational vehicle;escape;actress;gay stereotype;homosexual;racial slur;gay slur;beating;jumping through a window;rape;chase;home invasion;giant creature;giant;parody;satire;monster;creature;eye gouging;looting;car accident;car set on fire;falling from height;burned to death;erection;blood splatter;blood;gore;library;bathtub;knife;beer;hiding in a closet;siege;barbecue;exploding helicopter;helicopter;chainsaw;baseball bat;shotgun;no opening credits;actor;black comedy;crude humor;reference to sandra bullock;f word;money falling through the air;prop gun;breakfast;kitchen;loss of friend;fall from height;reference to new kids on the block;reference to the rapture;masturbation;self parody;scatological humor;reference to lindsay lohan;gun in mouth;movie poster;falling through the floor;foot chase;hit by a car;kicked in the face;helicopter crash;finger cut;hit on the head with a rock;falling down stairs;cross;punched in the face;drugged drink;actor director writer;based on short film;halo;saint;heaven;severed nose;bitten in the face;eaten alive;skull;cannibalism;cannibal;burned alive;person on fire;redemption;tied to a bed;hit with a baseball bat;exorcism;demonic possession;chaos;panic;self sacrifice;stabbed in the leg;knife throwing;thrown through a window;prayer;male rape;male frontal nudity;demon rape;match;severed head;decapitation;basement;hallucination;porn magazine;urination;selfishness;video camera;montage;reference to satan;demon;fire;axe;mansion;singing;severed arm;damnation;crushed head;death;impalement;falling to death;news report;exploding car;car crash;earthquake;crushed to death;cameo;sleeping in a bathtub;fellatio;male rear nudity;bare chested male;survival;water;slow motion scene;raised middle finger;phallic symbol;painting;cigarette smoking;ecstasy the drug;magic mushroom;cocaine;face slap;woman slaps a man;butt slap;reference to god;pipe smoking;reference to george clooney;los angeles california;lens flare;fast motion scene;drunkenness;marijuana;hollywood california;character's point of view camera shot;friendship;self referential;airport;canadian;claim in title;actor shares first name with character
The Mindy Project: The Morgan Project,7.1,49,,,Short;Comedy,,
Wreck-It Ralph,7.7,407K,481,396,Animation;Adventure;Comedy,"Wreck-It Ralph longs to be as beloved as his game's perfect Good Guy, Fix-It Felix. Problem is, nobody loves a Bad Guy. But they do love heroes... so when a modern, first-person shooter game arrives featuring tough-as-nails Sergeant Calhoun, Ralph sees it as his ticket to heroism and happiness. He sneaks into the game with a simple plan -- win a medal -- but soon wrecks everything, and accidentally unleashes a deadly enemy that threatens every game in the arcade. Ralph's only hope? Vanellope von Schweetz, a young troublemaking ""glitch"" from a candy-coated cart racing game who might just be the one to teach Ralph what it means to be a Good Guy. But will he realize he is good enough to become a hero before it's ""Game Over"" for the entire arcade?",villain;arcade;medal;jealousy;party;betrayal;wedding;hero;prison;disguise;candy;king;racer;identity;disney;wreck it ralph character;first person shooter;citizen;glitch;racing game;bad joke;megalomaniac;quicksand;bar;villain turns good;computer animation;precocious child;driver;little girl;midlife crisis;interrupted wedding;bullying;car race;support group;self esteem;character name in title;3d animation;crossover;station;stealing;switch;switching places;reverting world;advice;carelessness;visual pun;hatred;false identification;eyeglasses;grumpiness;impatience;fountain;rudeness;running;go kart;alienation;suspicion;lava;transformation;egomaniac;anthropomorphic food;hypnotism;candy land;hacking;envy;bully;delivery service;anger;heroine;police officer;alternate world;invasion;hammer;screen;vibration;sign;monster;frustration;false name;poster;beating;outcast;death of fiance;vow of revenge;cameo;sunglasses;temper;egg;costume;jail;anniversary;aggression;apology;bad temper;confrontation;condemnation;cake;destruction;cruelty;false identity;hologram;maniac;cookie;uniform;arcade game;eaten alive;magical object;disguised as a human;shapeshifting;flashback;heroism;acceptance;catchphrase;regret;sabotaged game;escape attempt;guilt;shapeshifter;attempted revenge;narrated by character;antihero;advice from bartender;exclusion;courage;code;lock;backfire;revenge plot;mint;giant animal;revenge;robotic animal;dog;tomboy;muffin;giant insect;wing;memory loss;chocolate milk;good versus evil;revenge seeker;memory;sabotage;mistrust;wreckage;computer generated imagery;backstory;former racer;penthouse;rejection;escape;reunion;color;rat;3 dimensional;cgi animation;bug;first part;nesquik;virus;video gamer;bowser;child;handheld device;weapon;shuttlecraft;mini game;weapons fire;short haired female;video game glitch;hoverboard;character name as title;nickname as title;electrical plug;video game world;sonic the hedgehog character;pac man character;troubled production;narrated by title character;voice over narration;brainwashing;faked death;dancing;frame up;flying;male antagonist;male protagonist;barefoot;q bert character;losing temper;jewish character;german jew;action girl;blockbuster;reference to nintendo;video game in a movie;building;video game villain;car;shooting game;nice guy;reference to ed wynn;three word title;co written by director;male hero;male villain;male super villain;male superhero;supervillain;superhero;deception;jumping;electronic music score;orchestral music score;male hero male villain;fired from a job;directorial debut;bad guy;car game;robot insect;video game reference;police;reference to grand central station manhattan new york city;dungeon;throne room;male police officer;eclair;donut;henchman;throne;apartment;battle;showdown;soldier;love interest;first kiss;product placement;kiss;altered version of studio logo;fictional video game;beacon;driving lesson;pac man;wings;general;multiple cameos;disney animated canon;slimehouse;furry;prejudice;shrekcore;timeframe 1980s;timeframe 1990s;timeframe 2010s;cg animation;satire comedy;buddy comedy;family comedy;city;helmet;but this is ridiculous joke;no opening credits;car jump;gumball machine;finish line;jawbreaker;falling into a puddle;vandalism;thief;cupcake;shuttle;snorkel;pedal car;themed cake;cherry;video game character;bulldozer;minigun;secret identity;broke;cruel joke;castle;ignorance;female racer;dress;sabotaged race;flying up;2010s;1990s;1980s;false accusation;mysterious villain;attempted sabotage;bad liar;forced apology;anger anonymous;villain escapes;face slap;caught in a lie;punishment;pie;street fighter;friendship;imagination;suit of armor;armor;mustache;birthday;giant;impostor;holographic disguise;maniac villain;california;memory game;fraud;trophy;panic;reverse world;guard;princess;chase;fixed game;fixed race;construction;new city;new house;birthday party;reference to diet coke;reference to kick buttowski;zombie spoof;burned alive;reference to mad hatter;spoof;parody;liar;lie;crying;bug zapper;hacker;chocolate;dance;revenge motive;true identity revealed;death;amnesia;master of disguise;video arcade;final showdown;bartender;female commander;computer virus;final battle;scene after end credits;pixel;curiosity;title spoken by character;zombie;airplane;part of duology
The Five-Year Engagement,6.2,98K,174,228,Comedy;Romance,"In San Francisco, after a year's relationship, Tom proposes to Violet; she accepts. She's an experimental psychologist, hoping for a post-doc at Cal. He's a sous chef who runs the kitchen when the chef is away. When Cal falls through and she gets an offer in Ann Arbor, Tom agrees to support the move, turning down a job as chef at a new restaurant. The move requires postponing the wedding. At Michigan, Violet is in her element, but Tom is underemployed and frustrated; he's Stoic for a while, but when two years in Michigan become four, Tom's frustrations boil over, and on the eve of yet another wedding date, they must make a choice. Is there any other alternative?",kitchen;kissing while having sex;reference to princess diana;wedding band;wedding ring;singing on a horse carriage;shot in the leg;crossbow;hunting;wedding cake;foot chase;male rear nudity;justice of the peace;taco truck;san francisco california;reference to chewbacca;sex talk;sex scene;postponed wedding;wedding proposal;funeral;wedding rehearsal;f word;reference to wham;wedding plans;sex comedy;afghan american war;number 5 in title;date in title;wedding date;restaurant;sous chef;masturbation;reference to tom hanks;bed and breakfast;little girl;wedding ceremony;detroit michigan;restaurant hostess;older man younger woman;breakup;sandwich shop;ex husband ex wife relationship;sister sister relationship;englishwoman abroad;kitchen accident;heavy rain;profanity;brother brother relationship;fiance fiancee relationship;slide show;reference to chumbawamba;reference to pet shop boys;reference to metallica;reference to motley crue;punctuation in title;hyphen in title;number in title
